#data from http://pds-geosciences.wustl.edu/phx/phx-m-ra-4-rdr-sci-v1/phxra_1001/data/
time(s);x_t(m);y_t(m);z_t(m);th_t(rad);Fr(N);Ft(N);Fz(N);R(N)
900550837.2;0.1131;1.0795;0.7843;-2.7398;0;0;0;0
900550837.3;0.1127;1.077;0.7839;-2.7277;0;0;0;0
900550837.4;0.1124;1.0752;0.7833;-2.7145;1.2012;0;4.4432;4.6027
900550837.5;0.1122;1.0734;0.7821;-2.6993;3.0674;0;-0.4453;3.0995
900550837.6;0.1119;1.0719;0.7803;-2.6825;3.1982;0;-0.2428;3.2074
900550837.7;0.1117;1.0706;0.7783;-2.667;0;0;0;0
900550837.8;0.1116;1.0695;0.7764;-2.6525;-0.3494;0;19.514;19.5171
900550837.9;0.1114;1.0684;0.7743;-2.6371;-0.3592;0;19.2912;19.2945
900550838;0.1113;1.0674;0.7722;-2.6216;0;0;0;0
900550838.1;0.1111;1.0663;0.7701;-2.6062;0;0;0;0
900550838.2;0.111;1.0653;0.7678;-2.5897;0;0;0;0
900550838.3;0.1108;1.0639;0.7656;-2.5719;0;0;0;0
900550838.4;0.1105;1.0625;0.7633;-2.553;0;0;0;0
900550838.5;0.1104;1.0616;0.762;-2.5414;-2.9261;0;2.4041;3.7871
900550838.6;0.1103;1.0607;0.7605;-2.5288;-2.9661;0;-0.8005;3.0723
900550838.7;0.1101;1.0595;0.7579;-2.5091;-3.6179;0;6.0323;7.034
900550838.8;0.11;1.0586;0.7555;-2.4926;0;0;0;0
900550838.9;0.1099;1.0579;0.7536;-2.4792;0;0;0;0
900550839;0.1097;1.057;0.7516;-2.4635;0;0;0;0
900550839.1;0.1096;1.0559;0.7495;-2.4467;-8.2555;0;-6.8989;10.7586
900550839.2;0.1094;1.0549;0.7475;-2.4299;-8.7901;0;-3.9831;9.6504
900550839.3;0.1093;1.054;0.7453;-2.4132;0;0;0;0
900550839.4;0.1092;1.0533;0.743;-2.3965;0;0;0;0
900550839.5;0.1089;1.0517;0.7409;-2.3821;0;0;0;0
900550839.6;0.1088;1.0505;0.7386;-2.3671;0;0;0;0
900550839.7;0.1086;1.0498;0.7362;-2.3493;0;0;0;0
900550839.8;0.1085;1.049;0.7341;-2.3325;0;0;0;0
900550839.9;0.1084;1.0484;0.7324;-2.3188;0;0;0;0
900550840;0.1083;1.0478;0.7304;-2.3031;0;0;0;0
900550840.1;0.1083;1.0473;0.728;-2.2865;0;0;0;0
900550840.2;0.1082;1.0468;0.7257;-2.2699;0;0;0;0
900550840.3;0.1081;1.0462;0.7235;-2.2531;0;0;0;0
900550840.4;0.108;1.0458;0.7213;-2.2364;0;0;0;0
900550840.5;0.108;1.0455;0.7196;-2.2239;0;0;0;0
900550840.6;0.108;1.0454;0.7186;-2.2166;0;0;0;0
900550840.7;0.108;1.0454;0.7186;-2.2166;0;0;0;0
900550841.2;0.108;1.0454;0.7186;-2.2166;0;0;0;0
900550841.3;0.108;1.0454;0.7185;-2.2167;0;0;0;0
900550841.4;0.1079;1.0451;0.7184;-2.2164;0;0;0;0
900550841.5;0.1078;1.0443;0.7174;-2.2158;0;0;0;0
900550841.6;0.1076;1.0431;0.7151;-2.215;0;0;0;0
900550841.7;0.1075;1.0425;0.7121;-2.215;0;0;0;0
900550841.8;0.1076;1.0429;0.7093;-2.217;5.8497;0;3.1062;6.6233
900550841.9;0.1077;1.0436;0.7071;-2.2212;1.0531;0;0.0738;1.0557
900550842;0.1078;1.0443;0.7046;-2.2245;0;0;0;0
900550842.1;0.1078;1.0444;0.7017;-2.2252;0;0;0;0
900550842.2;0.1078;1.0444;0.6988;-2.2257;2.8763;0;3.9799;4.9105
900550842.3;0.1079;1.045;0.6961;-2.232;0;0;0;0
900550842.4;0.1079;1.0454;0.6935;-2.2351;0;0;0;0
900550842.5;0.108;1.0456;0.6913;-2.2357;0;0;0;0
900550842.6;0.108;1.0457;0.6893;-2.2362;0;0;0;0
900550842.7;0.108;1.0458;0.6867;-2.2368;0;0;0;0
900550842.8;0.108;1.0461;0.684;-2.2388;0;0;0;0
900550842.9;0.1081;1.0465;0.6816;-2.2429;3.0757;0;1.3819;3.3719
900550843;0.1081;1.0471;0.6792;-2.2461;1.9741;0;2.7421;3.3787
900550843.1;0.1082;1.0475;0.6768;-2.247;0;0;0;0
900550843.2;0.1082;1.0477;0.674;-2.2478;0;0;0;0
900550843.3;0.1082;1.0475;0.6713;-2.2483;0;0;0;0
900550843.4;0.1082;1.0478;0.6691;-2.2533;5.8866;0;3.974;7.1024
900550843.5;0.1083;1.0481;0.6673;-2.2571;-0.1896;0;0.6011;0.6302
900550843.6;0.1082;1.048;0.665;-2.2575;0;0;0;0
900550843.7;0.1083;1.0483;0.6625;-2.2584;0;0;0;0
900550843.8;0.1083;1.0484;0.6599;-2.2591;0;0;0;0
900550843.9;0.1083;1.0486;0.6578;-2.264;3.8819;0;5.261;6.5381
900550844;0.1084;1.0491;0.6558;-2.2681;0;0;0;0
900550844.1;0.1084;1.0495;0.6532;-2.2691;0;0;0;0
900550844.2;0.1084;1.0495;0.6507;-2.2698;3.0479;0;3.4802;4.6262
900550844.3;0.1084;1.0491;0.6482;-2.27;0;0;0;0
900550844.4;0.1084;1.0493;0.6453;-2.2709;5.2292;0;3.0114;6.0343
900550844.5;0.1084;1.0493;0.6428;-2.2716;3.6616;0;5.9571;6.9925
900550844.6;0.1084;1.0494;0.6413;-2.2763;0;0;0;0
900550844.7;0.1085;1.05;0.6397;-2.2814;0;0;0;0
900550844.8;0.1085;1.0504;0.6371;-2.2825;0;0;0;0
900550844.9;0.1085;1.0504;0.6345;-2.2832;2.0251;0;1.9018;2.7782
900550845;0.1085;1.0501;0.6319;-2.2836;3.9932;0;2.7948;4.8741
900550845.1;0.1085;1.0502;0.6293;-2.2854;3.3444;0;3.8706;5.1153
900550845.2;0.1085;1.0505;0.6273;-2.2894;3.7902;0;4.3808;5.7928
900550845.3;0.1085;1.0505;0.6252;-2.292;0;0;0;0
900550845.4;0.1085;1.0506;0.6224;-2.2929;5.2439;0;3.4173;6.2591
900550845.5;0.1085;1.0504;0.62;-2.2934;1.6873;0;2.6123;3.1099
900550845.6;0.1085;1.0505;0.618;-2.2951;0;0;0;0
900550845.7;0.1086;1.0511;0.6161;-2.2994;0;0;0;0
900550845.8;0.1086;1.0511;0.6139;-2.3021;0;0;0;0
900550845.9;0.1086;1.0511;0.6113;-2.3028;2.2033;0;2.1431;3.0737
900550846;0.1086;1.051;0.6087;-2.3034;4.548;0;3.7852;5.9171
900550846.1;0.1086;1.0512;0.6063;-2.3044;3.2633;0;4.1953;5.315
900550846.2;0.1086;1.0516;0.6045;-2.3094;0;0;0;0
900550846.3;0.1086;1.0516;0.6025;-2.3142;0;0;0;0
900550846.4;0.1086;1.0513;0.5997;-2.3148;2.2594;0;2.2268;3.1723
900550846.5;0.1086;1.0511;0.5973;-2.3153;0.81;0;3.2076;3.3083
900550846.6;0.1086;1.0511;0.5951;-2.316;0;0;0;0
900550846.7;0.1086;1.0512;0.593;-2.3178;0;0;0;0
900550846.8;0.1086;1.0515;0.591;-2.3218;0;0;0;0
900550846.9;0.1086;1.0518;0.5888;-2.3249;0;0;0;0
900550847;0.1086;1.0517;0.5862;-2.3256;0;0;0;0
900550847.1;0.1086;1.0514;0.5834;-2.3262;2.4058;0;1.8728;3.0489
900550847.2;0.1085;1.0512;0.5809;-2.3268;2.7967;0;4.1272;4.9855
900550847.3;0.1085;1.051;0.5792;-2.3313;0;0;0;0
900550847.4;0.1085;1.0513;0.577;-2.3344;0;0;0;0
900550847.5;0.1085;1.0514;0.5746;-2.3353;0;0;0;0
900550847.6;0.1085;1.0514;0.5724;-2.336;0;0;0;0
900550847.7;0.1085;1.0515;0.5701;-2.3368;0;0;0;0
900550847.8;0.1085;1.0513;0.5677;-2.3385;0;0;0;0
900550847.9;0.1085;1.051;0.5654;-2.3421;0.6513;0;1.2841;1.4398
900550848;0.1085;1.0511;0.5634;-2.345;1.7927;0;1.1955;2.1548
900550848.1;0.1084;1.0509;0.5609;-2.3456;0;0;0;0
900550848.2;0.1084;1.0507;0.5584;-2.3463;0;0;0;0
900550848.3;0.1084;1.0509;0.5558;-2.3474;0;0;0;0
900550848.4;0.1084;1.051;0.5536;-2.3524;4.708;0;4.2479;6.3412
900550848.5;0.1085;1.0511;0.5516;-2.3553;0;0;0;0
900550848.6;0.1084;1.0507;0.5495;-2.3556;0;0;0;0
900550848.7;0.1083;1.0503;0.5472;-2.356;0;0;0;0
900550848.8;0.1083;1.0504;0.5449;-2.358;0;0;0;0
900550848.9;0.1084;1.0507;0.5428;-2.3622;0;0;0;0
900550849;0.1083;1.0502;0.5405;-2.3647;3.3289;0;2.583;4.2134
900550849.1;0.1083;1.0499;0.538;-2.3653;2.1333;0;4.3227;4.8204
900550849.2;0.1083;1.05;0.5356;-2.3662;3.1777;0;3.4506;4.6909
900550849.3;0.1083;1.0501;0.5332;-2.3672;0;0;0;0
900550849.4;0.1083;1.0501;0.5311;-2.3721;2.4596;0;0.8227;2.5936
900550849.5;0.1083;1.0501;0.5292;-2.375;0;0;0;0
900550849.6;0.1082;1.0499;0.527;-2.3756;0;0;0;0
900550849.7;0.1081;1.0492;0.5246;-2.3758;0;0;0;0
900550849.8;0.1081;1.0493;0.5224;-2.3778;0;0;0;0
900550849.9;0.1081;1.0492;0.5202;-2.3817;0;0;0;0
900550850;0.1081;1.0493;0.5181;-2.3847;1.9291;0;2.2212;2.9419
900550850.1;0.1081;1.049;0.5156;-2.3853;0;0;0;0
900550850.2;0.1081;1.049;0.5132;-2.3862;3.0587;0;3.1446;4.3868
900550850.3;0.108;1.0487;0.5107;-2.387;0;0;0;0
900550850.4;0.108;1.0486;0.5085;-2.3908;2.7784;0;2.3226;3.6213
900550850.5;0.1079;1.0483;0.5067;-2.3945;0;0;0;0
900550850.6;0.1079;1.0481;0.5045;-2.3951;0;0;0;0
900550850.7;0.1078;1.0476;0.5023;-2.3956;0;0;0;0
900550850.8;0.1078;1.0473;0.4998;-2.3962;1.9093;0;5.3233;5.6553
900550850.9;0.1076;1.0462;0.4998;-2.3982;0;0;0;0
900550851;0.1075;1.0455;0.4999;-2.3986;0;0;0;0
900550851.1;0.1075;1.0455;0.4999;-2.3986;0;0;0;0
900550851.8;0.1075;1.0455;0.4999;-2.3986;0;0;0;0
900550851.9;0.1075;1.0455;0.4997;-2.3976;0;0;0;0
900550852;0.1076;1.0459;0.4998;-2.3959;0;0;0;0
900550852.1;0.1081;1.0494;0.5001;-2.3929;0;-5.9172;0;0
900550852.2;0.1089;1.0551;0.5011;-2.395;0;-5.3146;0;0
900550852.3;0.1101;1.0627;0.5023;-2.4009;0;-5.3437;0;0
900550852.4;0.1107;1.0672;0.5025;-2.401;0;1.8489;0;0
900550852.5;0.1115;1.0726;0.5027;-2.3999;0;0;0;0
900550852.6;0.1124;1.0789;0.5034;-2.4015;-2.0939;8.2251;1.9256;2.8447
900550852.7;0.1132;1.0843;0.5042;-2.4033;-1.221;6.9079;1.113;1.6522
900550852.8;0.114;1.0894;0.5045;-2.4039;-1.0516;12.7567;5.8407;5.9347
900550852.9;0.1148;1.0948;0.5045;-2.4028;0;12.4211;0;0
900550853;0.1155;1.0998;0.5048;-2.4034;0;18.5617;0;0
900550853.1;0.1163;1.1049;0.5052;-2.4039;-0.5899;18.2519;1.593;1.6987
900550853.2;0.117;1.1099;0.5055;-2.4045;1.5793;23.7442;5.3076;5.5376
900550853.3;0.1179;1.1163;0.5056;-2.4042;0;0;0;0
900550853.4;0.1167;1.1225;0.506;-2.4056;-9.1717;3.807;-2.9386;9.631
900550853.5;0.1145;1.1262;0.5061;-2.4057;-2.086;-2.0263;-1.6913;2.6854
900550853.6;0.1137;1.1298;0.5059;-2.4038;0;0;0;0
900550853.7;0.1144;1.1345;0.5059;-2.4031;0;0;0;0
900550853.8;0.1152;1.1399;0.5062;-2.405;-2.0251;-4.8299;3.4978;4.0418
900550853.9;0.1159;1.145;0.5063;-2.4056;-0.8708;-4.7984;2.9928;3.1169
900550854;0.1165;1.1497;0.5062;-2.4048;0;-4.8063;0;0
900550854.1;0.1172;1.1543;0.5062;-2.4039;-0.4589;-4.7758;2.1449;2.1934
900550854.2;0.1179;1.1593;0.5064;-2.4044;0.9165;-4.8093;2.251;2.4304
900550854.3;0.1186;1.164;0.5064;-2.4047;0;-4.8815;0;0
900550854.4;0.1193;1.1694;0.5064;-2.4056;-0.3167;-4.7193;-0.1658;0.3574
900550854.5;0.12;1.1741;0.5061;-2.4049;-0.6267;-4.6881;4.9068;4.9466
900550854.6;0.1206;1.1786;0.506;-2.4049;0;-4.6204;0;0
900550854.7;0.1213;1.1833;0.5059;-2.4052;0;-4.9004;0;0
900550854.8;0.122;1.188;0.5058;-2.4054;-1.119;-4.6312;1.7572;2.0832
900550854.9;0.1226;1.1926;0.5056;-2.4047;-0.9434;-4.6029;3.4196;3.5473
900550855;0.1233;1.1973;0.5055;-2.4049;-0.2025;-4.8246;4.9941;4.9982
900550855.1;0.124;1.2023;0.5053;-2.4055;-0.5986;0.7582;3.8252;3.8717
900550855.2;0.1247;1.207;0.505;-2.4047;-0.1516;0.7383;0.3741;0.4037
900550855.3;0.1254;1.2123;0.5045;-2.4036;0;0.0911;0;0
900550855.4;0.1261;1.2173;0.5043;-2.4041;0;6.4519;0;0
900550855.5;0.1267;1.2217;0.5044;-2.4061;-1.5008;6.0838;0.1544;1.5088
900550855.6;0.1273;1.2257;0.5042;-2.4057;0;6.1554;0;0
900550855.7;0.128;1.2303;0.5036;-2.4039;0;10.9814;0;0
900550855.8;0.1287;1.2353;0.5032;-2.4035;-1.0105;10.987;3.5251;3.6671
900550855.9;0.1293;1.24;0.503;-2.4048;-1.0087;16.4264;4.9938;5.0946
900550856;0.13;1.2446;0.5027;-2.405;0.4146;16.0574;5.3598;5.3759
900550856.1;0.1306;1.2492;0.5022;-2.4042;-0.5316;21.3701;4.199;4.2325
900550856.2;0.1313;1.2542;0.5018;-2.4048;-0.6191;21.2366;1.8543;1.9549
900550856.3;0.132;1.2591;0.5016;-2.4053;0;0;0;0
900550856.4;0.133;1.2659;0.5021;-2.4072;0;10.9018;0;0
900550856.5;0.1339;1.2719;0.503;-2.4093;-4.5214;10.993;1.3435;4.7168
900550856.6;0.1345;1.2766;0.5038;-2.4092;-4.9326;10.7686;1.4021;5.128
900550856.7;0.1351;1.2805;0.5042;-2.4084;-3.2641;15.9332;0.65;3.3282
900550856.8;0.1356;1.2844;0.5044;-2.4078;0;15.7089;0;0
900550856.9;0.1362;1.2884;0.5045;-2.4073;0;20.9608;0;0
900550857;0.1368;1.2924;0.5047;-2.4067;0;0;0;0
900550857.1;0.1374;1.2969;0.5053;-2.4075;-2.0788;20.6363;2.1893;3.019
900550857.2;0.1359;1.3009;0.5056;-2.4067;0.0367;1.4296;4.2589;4.2591
900550857.3;0.134;1.3051;0.5058;-2.4061;0;0;0;0
900550857.4;0.1347;1.3103;0.5059;-2.4067;-3.2087;11.1578;0.7612;3.2978
900550857.5;0.1352;1.3143;0.5062;-2.4072;-2.1768;-3.9841;3.4565;4.0849
900550857.6;0.1358;1.3182;0.5063;-2.4066;0;0.8051;0;0
900550857.7;0.1363;1.3221;0.5065;-2.4059;0;0.6273;0;0
900550857.8;0.1368;1.3259;0.5067;-2.4052;0;0.7748;0;0
900550857.9;0.1375;1.3308;0.5067;-2.4055;-1.7641;0.6763;0.8412;1.9544
900550858;0.1381;1.3351;0.5069;-2.4062;-2.8775;0.7122;2.0501;3.5331
900550858.1;0.1386;1.339;0.5069;-2.4056;0.1404;0.6072;5.4279;5.4297
900550858.2;0.1392;1.3431;0.507;-2.4052;0;0;0;0
900550858.3;0.1398;1.3473;0.5071;-2.4049;0;0;0;0
900550858.4;0.1404;1.352;0.5073;-2.405;-5.8678;5.6429;-0.5175;5.8906
900550858.5;0.141;1.3562;0.5075;-2.4056;-3.1017;5.485;0.8483;3.2156
900550858.6;0.1416;1.3601;0.5074;-2.4051;-0.4673;5.3806;3.0164;3.0524
900550858.7;0.1421;1.3641;0.5073;-2.4046;0;0;0;0
900550858.8;0.1427;1.3683;0.5072;-2.4043;0;0;0;0
900550858.9;0.1433;1.3728;0.5073;-2.4053;0.1025;9.9838;4.3814;4.3826
900550859;0.1439;1.3772;0.5073;-2.4051;-3.259;10.0631;2.0373;3.8434
900550859.1;0.1445;1.3813;0.5073;-2.4048;-1.1932;9.7814;2.3081;2.5982
900550859.2;0.1451;1.3858;0.5071;-2.4048;1.0549;14.4858;4.1103;4.2435
900550859.3;0.1457;1.3899;0.5069;-2.4045;0;0;0;0
900550859.4;0.1463;1.3943;0.5069;-2.4044;-6.5432;21.6809;-0.575;6.5684
900550859.5;0.1468;1.3978;0.5069;-2.4034;-2.0138;21.3418;1.3679;2.4344
900550859.6;0.1473;1.4017;0.5068;-2.4039;0;21.0771;0;0
900550859.7;0.1479;1.4059;0.5066;-2.4047;0;0;0;0
900550859.8;0.1485;1.4104;0.5063;-2.4048;0;23.0594;0;0
900550859.9;0.1464;1.415;0.506;-2.4037;0;5.6708;0;0
900550860;0.1436;1.4193;0.5062;-2.4042;-5.0778;0.2055;-0.3156;5.0876
900550860.1;0.1425;1.4233;0.5063;-2.4045;-0.9854;0;2.1158;2.334
900550860.2;0.143;1.4271;0.5059;-2.404;0;0;0;0
900550860.3;0.1436;1.4315;0.5054;-2.403;0;0;0;0
900550860.4;0.1442;1.4365;0.5051;-2.4035;-8.3797;0;-1.8803;8.5881
900550860.5;0.1448;1.4405;0.5053;-2.4051;-3.5279;0;0.6357;3.5847
900550860.6;0.1452;1.444;0.5051;-2.4042;0;0;0;0
900550860.7;0.1457;1.4478;0.5045;-2.4026;0;0;0;0
900550860.8;0.1463;1.4519;0.504;-2.4025;0;0;0;0
900550860.9;0.1469;1.4563;0.5039;-2.4045;0;0;0;0
900550861;0.1474;1.4606;0.5036;-2.4044;0;0;0;0
900550861.1;0.148;1.4645;0.5033;-2.4029;-3.294;0;0.6594;3.3593
900550861.2;0.1485;1.4682;0.5031;-2.4022;0;0;0;0
900550861.3;0.149;1.4726;0.5027;-2.4033;0;0;0;0
900550861.4;0.1496;1.4771;0.5023;-2.4035;-7.6615;0;-1.7936;7.8687
900550861.5;0.1501;1.4806;0.5022;-2.4036;-2.8262;0;0.1061;2.8282
900550861.6;0.1506;1.4843;0.5018;-2.403;0;0;0;0
900550861.7;0.1512;1.4886;0.5012;-2.403;0.5199;0;3.671;3.7076
900550861.8;0.1517;1.4929;0.5006;-2.4031;0;0;0;0
900550861.9;0.1525;1.4988;0.501;-2.4053;0;0;0;0
900550862;0.1532;1.504;0.5024;-2.4066;-9.2465;1.5925;-1.4242;9.3555
900550862.1;0.1537;1.5075;0.5037;-2.4053;-8.5088;1.356;-4.182;9.481
900550862.2;0.1541;1.5106;0.5044;-2.4039;-3.3729;5.9932;-1.8557;3.8497
900550862.3;0.1545;1.5138;0.5044;-2.4027;0;0;0;0
900550862.4;0.1551;1.5181;0.504;-2.4037;-4.7632;6.0901;-0.403;4.7802
900550862.5;0.1556;1.522;0.5035;-2.4044;0;0;0;0
900550862.6;0.1561;1.5255;0.5034;-2.4036;0;5.7165;0;0
900550862.7;0.1565;1.5288;0.5037;-2.4024;0;0;0;0
900550862.8;0.1569;1.532;0.5043;-2.4022;1.2762;8.8691;5.9998;6.134
900550862.9;0.1575;1.5359;0.5048;-2.4036;0;8.7457;0;0
900550863;0.1579;1.5395;0.5049;-2.4028;0;13.1315;0;0
900550863.1;0.1584;1.5431;0.5049;-2.4021;-0.3582;13.0507;5.0776;5.0902
900550863.2;0.1589;1.5471;0.5052;-2.4036;0;12.7584;0;0
900550863.3;0.1594;1.5507;0.5055;-2.4039;0;0;0;0
900550863.4;0.1599;1.5543;0.5057;-2.4021;-7.8581;17.2198;-1.1205;7.9376
900550863.5;0.1603;1.5573;0.5063;-2.4016;-5.0075;16.9414;0.2943;5.0161
900550863.6;0.1607;1.5607;0.5064;-2.4027;0;0;0;0
900550863.7;0.1612;1.5644;0.506;-2.4022;0;0;0;0
900550863.8;0.1611;1.5681;0.5061;-2.4025;0;21.1449;0;0
900550863.9;0.1585;1.5718;0.5063;-2.4016;0;3.7117;0;0
900550864;0.156;1.576;0.5065;-2.4032;-0.1809;0;1.4671;1.4782
900550864.1;0.1565;1.5799;0.5066;-2.4037;0;0;0;0
900550864.2;0.1569;1.5833;0.5067;-2.4028;-0.1776;0;6.1713;6.1739
900550864.3;0.1574;1.5868;0.5067;-2.402;0;0;0;0
900550864.4;0.1579;1.5905;0.5069;-2.4024;-11.0498;0;-2.4468;11.3174
900550864.5;0.1583;1.5938;0.5072;-2.4034;0;0;0;0
900550864.6;0.1587;1.5972;0.507;-2.4036;0;0;0;0
900550864.7;0.1592;1.6007;0.5067;-2.4018;0;0;0;0
900550864.8;0.1596;1.6041;0.5068;-2.402;2.4536;0;5.3204;5.8589
900550864.9;0.1601;1.6079;0.5071;-2.4035;0;0;0;0
900550865;0.1606;1.6116;0.5069;-2.403;0;0;0;0
900550865.1;0.1611;1.6153;0.5067;-2.4025;1.2801;0;4.6575;4.8303
900550865.2;0.1615;1.6185;0.5069;-2.4024;0;0;0;0
900550865.3;0.1619;1.6218;0.507;-2.4015;0;0;0;0
900550865.4;0.1624;1.6257;0.5071;-2.4022;-12.5438;0;-2.9486;12.8857
900550865.5;0.1628;1.6288;0.5075;-2.403;0;0;0;0
900550865.6;0.1632;1.6318;0.5072;-2.4018;0;0;0;0
900550865.7;0.1636;1.6354;0.5067;-2.4024;0;0;0;0
900550865.8;0.1641;1.6391;0.5063;-2.402;0;0;0;0
900550865.9;0.1645;1.6425;0.5065;-2.4032;-1.0567;0;5.0126;5.1227
900550866;0.165;1.6458;0.5066;-2.4034;0;0;0;0
900550866.1;0.1654;1.6492;0.5064;-2.4025;0.1144;0;1.4887;1.4931
900550866.2;0.1658;1.6525;0.5063;-2.4017;1.5465;0;5.2602;5.4828
900550866.3;0.1663;1.6561;0.5061;-2.4023;0;0;0;0
900550866.4;0.1668;1.6599;0.5061;-2.4029;-13.3061;0;-3.1058;13.6638
900550866.5;0.1671;1.6627;0.5062;-2.4026;-3.6983;0;-0.7709;3.7778
900550866.6;0.1676;1.6659;0.5057;-2.4017;0;0;0;0
900550866.7;0.168;1.6692;0.5055;-2.402;0;0;0;0
900550866.8;0.1685;1.6729;0.5051;-2.4027;0;0;0;0
900550866.9;0.1689;1.6762;0.505;-2.4029;0;0;0;0
900550867;0.1693;1.6798;0.5048;-2.4034;0;0;0;0
900550867.1;0.1698;1.6831;0.5048;-2.4026;-12.4447;0;-3.0125;12.8042
900550867.2;0.1702;1.6861;0.5049;-2.4025;0;0;0;0
900550867.3;0.1706;1.6894;0.5045;-2.4018;0;0;0;0
900550867.4;0.1711;1.6931;0.5042;-2.4026;-13.4159;0;-2.5749;13.6608
900550867.5;0.1715;1.6962;0.5042;-2.4036;0;0;0;0
900550867.6;0.1718;1.699;0.5038;-2.4024;0;0;0;0
900550867.7;0.1722;1.7023;0.5032;-2.4018;0;0;0;0
900550867.8;0.1727;1.7058;0.503;-2.4033;0;0;0;0
900550867.9;0.1731;1.7089;0.503;-2.4034;0;0;0;0
900550868;0.1735;1.7121;0.5027;-2.4026;0.6442;0;2.2257;2.317
900550868.1;0.1739;1.7153;0.5022;-2.4019;0;0;0;0
900550868.2;0.1743;1.7188;0.5018;-2.4024;0;0;0;0
900550868.3;0.1748;1.7221;0.5015;-2.4019;0;0;0;0
900550868.4;0.1753;1.7258;0.5012;-2.4017;1.3412;0;6.7497;6.8816
900550868.5;0.1757;1.7296;0.5008;-2.4015;0;0;0;0
900550868.6;0.1763;1.7339;0.501;-2.4029;0;0.7172;0;0
900550868.7;0.1768;1.7375;0.5018;-2.4034;0;4.5814;0;0
900550868.8;0.1771;1.7403;0.5021;-2.401;0;4.3048;0;0
900550868.9;0.1775;1.7429;0.5025;-2.4006;0;4.0731;0;0
900550869;0.1779;1.7462;0.5025;-2.404;0;0;0;0
900550869.1;0.1783;1.7492;0.5021;-2.4032;0;0;0;0
900550869.2;0.1787;1.7522;0.5018;-2.4003;0;7.6767;0;0
900550869.3;0.179;1.7549;0.5023;-2.401;0;0;0;0
900550869.4;0.1794;1.758;0.5029;-2.4031;0;8.145;0;0
900550869.5;0.1797;1.7606;0.5032;-2.4027;0;7.6755;0;0
900550869.6;0.1801;1.7633;0.5026;-2.4007;0;11.3135;0;0
900550869.7;0.1805;1.7663;0.5021;-2.3998;0;11.4559;0;0
900550869.8;0.1808;1.769;0.5028;-2.4026;0;0;0;0
900550869.9;0.1812;1.7719;0.5034;-2.4045;0;0;0;0
900550870;0.1816;1.7748;0.5029;-2.4005;2.9926;14.8018;2.8205;4.1123
900550870.1;0.1819;1.7775;0.5026;-2.3985;0;14.7676;0;0
900550870.2;0.1823;1.7805;0.503;-2.4016;0;18.6434;0;0
900550870.3;0.1827;1.7836;0.5033;-2.4039;0;0;0;0
900550870.4;0.1831;1.7866;0.5031;-2.4011;0;18.4758;0;0
900550870.5;0.1806;1.7891;0.5035;-2.3993;-6.7706;3.7584;-1.237;6.8826
900550870.6;0.1803;1.7919;0.5037;-2.4023;0;0;0;0
900550870.7;0.1807;1.7949;0.5033;-2.4036;0;0;0;0
900550870.8;0.181;1.7977;0.5026;-2.4007;0;0;0;0
900550870.9;0.1814;1.8004;0.5024;-2.3997;0;0;0;0
900550871;0.1817;1.8032;0.503;-2.4026;0;0;0;0
900550871.1;0.1821;1.8062;0.5031;-2.4039;0;0;0;0
900550871.2;0.1824;1.8088;0.5028;-2.4007;-0.0297;0;5.3294;5.3295
900550871.3;0.1828;1.8115;0.5025;-2.3997;0;0;0;0
900550871.4;0.1832;1.8146;0.5026;-2.4011;0;0;0;0
900550871.5;0.1835;1.8172;0.5033;-2.4038;0;0;0;0
900550871.6;0.1838;1.8196;0.503;-2.4026;0;0;0;0
900550871.7;0.1841;1.8222;0.5024;-2.3996;0;0;0;0
900550871.8;0.1845;1.8252;0.5022;-2.401;0;0;0;0
900550871.9;0.1848;1.828;0.5023;-2.4031;0;0;0;0
900550872;0.1852;1.8305;0.502;-2.4009;0;0;0;0
900550872.1;0.1855;1.8331;0.502;-2.3998;0;0;0;0
900550872.2;0.1858;1.8358;0.5024;-2.4028;0;0;0;0
900550872.3;0.1862;1.8385;0.5023;-2.4039;0;0;0;0
900550872.4;0.1866;1.8414;0.5014;-2.3994;2.1476;0;6.7858;7.1175
900550872.5;0.1841;1.8447;0.501;-2.3968;0;0;0;0
900550872.6;0.1845;1.8482;0.5017;-2.4008;0;0;0;0
900550872.7;0.1849;1.8513;0.5028;-2.4032;0;0;0;0
900550872.8;0.1852;1.8537;0.5032;-2.402;0;0;0;0
900550872.9;0.1855;1.8561;0.5033;-2.4007;3.4704;0;2.4342;4.239
900550873;0.1858;1.8586;0.5038;-2.4045;3.5317;0;5.7127;6.7163
900550873.1;0.1861;1.861;0.5036;-2.4055;0;0;0;0
900550873.2;0.1865;1.8637;0.5028;-2.4026;0;0;0;0
900550873.3;0.1868;1.8661;0.5029;-2.4025;0;0;0;0
900550873.4;0.1871;1.8686;0.504;-2.4053;0;0;0;0
900550873.5;0.1873;1.8705;0.5048;-2.4055;0;0;0;0
900550873.6;0.1876;1.8726;0.5042;-2.4021;0;0;0;0
900550873.7;0.1879;1.8753;0.5036;-2.4014;0;0;0;0
900550873.8;0.1883;1.8779;0.5037;-2.4046;0;0;0;0
900550873.9;0.1886;1.8803;0.5042;-2.4064;0;0;0;0
900550874;0.1888;1.8824;0.5041;-2.403;0;0;0;0
900550874.1;0.1891;1.8846;0.5041;-2.4006;0;0;0;0
